"prolific_id","participant_id","trial_type","trial_index","political_affiliation","response","consented","blame_prescriptive","praise_prescriptive","emotion_prescriptive","poli_prescriptive","gender","age","language","education","employment","party","party_lean","political_ideology","political_follow","rep_id","dem_id","sm_use","sm_use_slider","sm_use_poli","sm_use_poli_slider","sm_post_poli","sm_post_poli_slider","share_why","image_shown"
"66a653ded4b23649d48e2cd8","120","instructions","0","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66a653ded4b23649d48e2cd8","120","html-button-response","1","republican","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"66a653ded4b23649d48e2cd8","120","survey-html-form","2","republican","","","","","","","","","","","","republican","","","","","","","","","","","","",""
"66a653ded4b23649d48e2cd8","120","call-function","3","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66a653ded4b23649d48e2cd8","120","call-function","4","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66a653ded4b23649d48e2cd8","120","preload","5","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66a653ded4b23649d48e2cd8","120","instructions","6","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66a653ded4b23649d48e2cd8","120","html-slider-response","7","republican","2","","","","","","","","","","","","","","","","","","","","","","","","Slide581.png"
"66a653ded4b23649d48e2cd8","120","html-slider-response","8","republican","5","","","","","","","","","","","","","","","","","","","","","","","","Slide378.png"
"66a653ded4b23649d48e2cd8","120","html-slider-response","9","republican","7","","","","","","","","","","","","","","","","","","","","","","","","Slide293.png"
"66a653ded4b23649d48e2cd8","120","html-slider-response","10","republican","7","","","","","","","","","","","","","","","","","","","","","","","","Slide449.png"
"66a653ded4b23649d48e2cd8","120","html-slider-response","11","republican","6","","","","","","","","","","","","","","","","","","","","","","","","Slide539.png"
"66a653ded4b23649d48e2cd8","120","html-slider-response","12","republican","1","","","","","","","","","","","","","","","","","","","","","","","","Slide342.png"
"66a653ded4b23649d48e2cd8","120","html-slider-response","13","republican","4","","","","","","","","","","","","","","","","","","","","","","","","Slide500.png"
"66a653ded4b23649d48e2cd8","120","html-slider-response","14","republican","6","","","","","","","","","","","","","","","","","","","","","","","","Slide12.png"
"66a653ded4b23649d48e2cd8","120","html-slider-response","15","republican","7","","","","","","","","","","","","","","","","","","","","","","","","Slide28.png"
"66a653ded4b23649d48e2cd8","120","html-slider-response","16","republican","6","","","","","","","","","","","","","","","","","","","","","","","","Slide176.png"
"66a653ded4b23649d48e2cd8","120","html-slider-response","17","republican","4","","","","","","","","","","","","","","","","","","","","","","","","Slide198.png"
"66a653ded4b23649d48e2cd8","120","html-slider-response","18","republican","7","","","","","","","","","","","","","","","","","","","","","","","","Slide501.png"
"66a653ded4b23649d48e2cd8","120","html-slider-response","19","republican","5","","","","","","","","","","","","","","","","","","","","","","","","Slide582.png"
"66a653ded4b23649d48e2cd8","120","html-slider-response","20","republican","3","","","","","","","","","","","","","","","","","","","","","","","","Slide556.png"
"66a653ded4b23649d48e2cd8","120","html-slider-response","21","republican","4","","","","","","","","","","","","","","","","","","","","","","","","Slide318.png"
"66a653ded4b23649d48e2cd8","120","html-slider-response","22","republican","7","","","","","","","","","","","","","","","","","","","","","","","","Slide291.png"
"66a653ded4b23649d48e2cd8","120","html-slider-response","23","republican","3","","","","","","","","","","","","","","","","","","","","","","","","Slide410.png"
"66a653ded4b23649d48e2cd8","120","html-slider-response","24","republican","7","","","","","","","","","","","","","","","","","","","","","","","","Slide47.png"
"66a653ded4b23649d48e2cd8","120","html-slider-response","25","republican","7","","","","","","","","","","","","","","","","","","","","","","","","Slide419.png"
"66a653ded4b23649d48e2cd8","120","html-slider-response","26","republican","6","","","","","","","","","","","","","","","","","","","","","","","","Slide108.png"
"66a653ded4b23649d48e2cd8","120","instructions","27","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66a653ded4b23649d48e2cd8","120","survey-html-form","28","republican","","","5","7","7","7","","","","","","","","","","","","","","","","","","",""
"66a653ded4b23649d48e2cd8","120","instructions","29","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66a653ded4b23649d48e2cd8","120","survey-html-form","30","republican","","","","","","","female","44","yes","some_college","employed","","","","","","","","","","","","","",""
"66a653ded4b23649d48e2cd8","120","survey-html-form","31","republican","","","","","","","","","","","","","","7","7","7","1","","","","","","","",""
"66a653ded4b23649d48e2cd8","120","survey-html-form","32","republican","","","","","","","","","","","","","","","","","","daily_or_more","30","once_per_week","1","never","0","see_content, make_laugh, represents_beliefs, show_common_beliefs",""
