"prolific_id","participant_id","trial_type","trial_index","political_affiliation","response","consented","blame_prescriptive","praise_prescriptive","emotion_prescriptive","poli_prescriptive","gender","age","language","education","employment","party","party_lean","political_ideology","political_follow","rep_id","dem_id","sm_use","sm_use_slider","sm_use_poli","sm_use_poli_slider","sm_post_poli","sm_post_poli_slider","share_why","image_shown"
"570d22b35e5156000efd8bd5","77","instructions","0","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"570d22b35e5156000efd8bd5","77","html-button-response","1","democrat","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"570d22b35e5156000efd8bd5","77","survey-html-form","2","democrat","","","","","","","","","","","","democrat","","","","","","","","","","","","",""
"570d22b35e5156000efd8bd5","77","call-function","3","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"570d22b35e5156000efd8bd5","77","call-function","4","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"570d22b35e5156000efd8bd5","77","preload","5","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"570d22b35e5156000efd8bd5","77","instructions","6","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"570d22b35e5156000efd8bd5","77","html-slider-response","7","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide335.png"
"570d22b35e5156000efd8bd5","77","html-slider-response","8","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide221.png"
"570d22b35e5156000efd8bd5","77","html-slider-response","9","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide468.png"
"570d22b35e5156000efd8bd5","77","html-slider-response","10","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide371.png"
"570d22b35e5156000efd8bd5","77","html-slider-response","11","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide571.png"
"570d22b35e5156000efd8bd5","77","html-slider-response","12","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide62.png"
"570d22b35e5156000efd8bd5","77","html-slider-response","13","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide92.png"
"570d22b35e5156000efd8bd5","77","html-slider-response","14","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide320.png"
"570d22b35e5156000efd8bd5","77","html-slider-response","15","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide281.png"
"570d22b35e5156000efd8bd5","77","html-slider-response","16","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide541.png"
"570d22b35e5156000efd8bd5","77","html-slider-response","17","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide376.png"
"570d22b35e5156000efd8bd5","77","html-slider-response","18","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide1.png"
"570d22b35e5156000efd8bd5","77","html-slider-response","19","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide405.png"
"570d22b35e5156000efd8bd5","77","html-slider-response","20","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide375.png"
"570d22b35e5156000efd8bd5","77","html-slider-response","21","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide253.png"
"570d22b35e5156000efd8bd5","77","html-slider-response","22","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide274.png"
"570d22b35e5156000efd8bd5","77","html-slider-response","23","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide520.png"
"570d22b35e5156000efd8bd5","77","html-slider-response","24","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide135.png"
"570d22b35e5156000efd8bd5","77","html-slider-response","25","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide345.png"
"570d22b35e5156000efd8bd5","77","html-slider-response","26","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide183.png"
"570d22b35e5156000efd8bd5","77","instructions","27","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"570d22b35e5156000efd8bd5","77","survey-html-form","28","democrat","","","1","7","5","2","","","","","","","","","","","","","","","","","","",""
"570d22b35e5156000efd8bd5","77","instructions","29","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"570d22b35e5156000efd8bd5","77","survey-html-form","30","democrat","","","","","","","male","42","yes","graduate","employed","","","","","","","","","","","","","",""
"570d22b35e5156000efd8bd5","77","survey-html-form","31","democrat","","","","","","","","","","","","","","3","6","4","5","","","","","","","",""
"570d22b35e5156000efd8bd5","77","survey-html-form","32","democrat","","","","","","","","","","","","","","","","","","daily_or_more","80","daily_or_more","25","never","0","see_content, make_laugh, represents_beliefs",""
