"prolific_id","participant_id","trial_type","trial_index","political_affiliation","response","consented","blame_prescriptive","praise_prescriptive","emotion_prescriptive","poli_prescriptive","gender","age","language","education","employment","party","party_lean","political_ideology","political_follow","rep_id","dem_id","sm_use","sm_use_slider","sm_use_poli","sm_use_poli_slider","sm_post_poli","sm_post_poli_slider","share_why","image_shown"
"66f724392e745ba6f468c1f6","155","instructions","0","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"66f724392e745ba6f468c1f6","155","html-button-response","1","democrat","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"66f724392e745ba6f468c1f6","155","survey-html-form","2","democrat","","","","","","","","","","","","democrat","","","","","","","","","","","","",""
"66f724392e745ba6f468c1f6","155","call-function","3","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"66f724392e745ba6f468c1f6","155","call-function","4","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"66f724392e745ba6f468c1f6","155","preload","5","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"66f724392e745ba6f468c1f6","155","instructions","6","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"66f724392e745ba6f468c1f6","155","html-slider-response","7","democrat","6","","","","","","","","","","","","","","","","","","","","","","","","Slide305.png"
"66f724392e745ba6f468c1f6","155","html-slider-response","8","democrat","6","","","","","","","","","","","","","","","","","","","","","","","","Slide407.png"
"66f724392e745ba6f468c1f6","155","html-slider-response","9","democrat","7","","","","","","","","","","","","","","","","","","","","","","","","Slide37.png"
"66f724392e745ba6f468c1f6","155","html-slider-response","10","democrat","7","","","","","","","","","","","","","","","","","","","","","","","","Slide41.png"
"66f724392e745ba6f468c1f6","155","html-slider-response","11","democrat","6","","","","","","","","","","","","","","","","","","","","","","","","Slide576.png"
"66f724392e745ba6f468c1f6","155","html-slider-response","12","democrat","6","","","","","","","","","","","","","","","","","","","","","","","","Slide33.png"
"66f724392e745ba6f468c1f6","155","html-slider-response","13","democrat","4","","","","","","","","","","","","","","","","","","","","","","","","Slide79.png"
"66f724392e745ba6f468c1f6","155","html-slider-response","14","democrat","5","","","","","","","","","","","","","","","","","","","","","","","","Slide304.png"
"66f724392e745ba6f468c1f6","155","html-slider-response","15","democrat","6","","","","","","","","","","","","","","","","","","","","","","","","Slide122.png"
"66f724392e745ba6f468c1f6","155","html-slider-response","16","democrat","7","","","","","","","","","","","","","","","","","","","","","","","","Slide481.png"
"66f724392e745ba6f468c1f6","155","html-slider-response","17","democrat","4","","","","","","","","","","","","","","","","","","","","","","","","Slide162.png"
"66f724392e745ba6f468c1f6","155","html-slider-response","18","democrat","5","","","","","","","","","","","","","","","","","","","","","","","","Slide545.png"
"66f724392e745ba6f468c1f6","155","html-slider-response","19","democrat","3","","","","","","","","","","","","","","","","","","","","","","","","Slide226.png"
"66f724392e745ba6f468c1f6","155","html-slider-response","20","democrat","5","","","","","","","","","","","","","","","","","","","","","","","","Slide310.png"
"66f724392e745ba6f468c1f6","155","html-slider-response","21","democrat","4","","","","","","","","","","","","","","","","","","","","","","","","Slide559.png"
"66f724392e745ba6f468c1f6","155","html-slider-response","22","democrat","4","","","","","","","","","","","","","","","","","","","","","","","","Slide464.png"
"66f724392e745ba6f468c1f6","155","html-slider-response","23","democrat","7","","","","","","","","","","","","","","","","","","","","","","","","Slide279.png"
"66f724392e745ba6f468c1f6","155","html-slider-response","24","democrat","5","","","","","","","","","","","","","","","","","","","","","","","","Slide189.png"
"66f724392e745ba6f468c1f6","155","html-slider-response","25","democrat","4","","","","","","","","","","","","","","","","","","","","","","","","Slide157.png"
"66f724392e745ba6f468c1f6","155","html-slider-response","26","democrat","7","","","","","","","","","","","","","","","","","","","","","","","","Slide546.png"
"66f724392e745ba6f468c1f6","155","instructions","27","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"66f724392e745ba6f468c1f6","155","survey-html-form","28","democrat","","","4","5","6","4","","","","","","","","","","","","","","","","","","",""
"66f724392e745ba6f468c1f6","155","instructions","29","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"66f724392e745ba6f468c1f6","155","survey-html-form","30","democrat","","","","","","","female","46","yes","college_degree","employed","","","","","","","","","","","","","",""
"66f724392e745ba6f468c1f6","155","survey-html-form","31","democrat","","","","","","","","","","","","","","4","3","1","5","","","","","","","",""
"66f724392e745ba6f468c1f6","155","survey-html-form","32","democrat","","","","","","","","","","","","","","","","","","daily_or_more","25","never","19","between_once_per_month_and_once_per_year","0","see_content, change_opinions, represents_beliefs",""
