"prolific_id","participant_id","trial_type","trial_index","political_affiliation","response","consented","blame_prescriptive","praise_prescriptive","emotion_prescriptive","poli_prescriptive","gender","age","language","education","employment","party","party_lean","political_ideology","political_follow","rep_id","dem_id","sm_use","sm_use_slider","sm_use_poli","sm_use_poli_slider","sm_post_poli","sm_post_poli_slider","share_why","image_shown"
"60822c29ba64d380f7bd9fd8","79","instructions","0","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"60822c29ba64d380f7bd9fd8","79","html-button-response","1","democrat","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"60822c29ba64d380f7bd9fd8","79","survey-html-form","2","democrat","","","","","","","","","","","","democrat","","","","","","","","","","","","",""
"60822c29ba64d380f7bd9fd8","79","call-function","3","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"60822c29ba64d380f7bd9fd8","79","call-function","4","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"60822c29ba64d380f7bd9fd8","79","preload","5","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"60822c29ba64d380f7bd9fd8","79","instructions","6","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"60822c29ba64d380f7bd9fd8","79","html-slider-response","7","democrat","2","","","","","","","","","","","","","","","","","","","","","","","","Slide50.png"
"60822c29ba64d380f7bd9fd8","79","html-slider-response","8","democrat","2","","","","","","","","","","","","","","","","","","","","","","","","Slide218.png"
"60822c29ba64d380f7bd9fd8","79","html-slider-response","9","democrat","2","","","","","","","","","","","","","","","","","","","","","","","","Slide105.png"
"60822c29ba64d380f7bd9fd8","79","html-slider-response","10","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide224.png"
"60822c29ba64d380f7bd9fd8","79","html-slider-response","11","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide433.png"
"60822c29ba64d380f7bd9fd8","79","html-slider-response","12","democrat","3","","","","","","","","","","","","","","","","","","","","","","","","Slide38.png"
"60822c29ba64d380f7bd9fd8","79","html-slider-response","13","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide161.png"
"60822c29ba64d380f7bd9fd8","79","html-slider-response","14","democrat","3","","","","","","","","","","","","","","","","","","","","","","","","Slide579.png"
"60822c29ba64d380f7bd9fd8","79","html-slider-response","15","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide251.png"
"60822c29ba64d380f7bd9fd8","79","html-slider-response","16","democrat","2","","","","","","","","","","","","","","","","","","","","","","","","Slide582.png"
"60822c29ba64d380f7bd9fd8","79","html-slider-response","17","democrat","2","","","","","","","","","","","","","","","","","","","","","","","","Slide153.png"
"60822c29ba64d380f7bd9fd8","79","html-slider-response","18","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide349.png"
"60822c29ba64d380f7bd9fd8","79","html-slider-response","19","democrat","2","","","","","","","","","","","","","","","","","","","","","","","","Slide191.png"
"60822c29ba64d380f7bd9fd8","79","html-slider-response","20","democrat","3","","","","","","","","","","","","","","","","","","","","","","","","Slide49.png"
"60822c29ba64d380f7bd9fd8","79","html-slider-response","21","democrat","3","","","","","","","","","","","","","","","","","","","","","","","","Slide247.png"
"60822c29ba64d380f7bd9fd8","79","html-slider-response","22","democrat","2","","","","","","","","","","","","","","","","","","","","","","","","Slide588.png"
"60822c29ba64d380f7bd9fd8","79","html-slider-response","23","democrat","2","","","","","","","","","","","","","","","","","","","","","","","","Slide100.png"
"60822c29ba64d380f7bd9fd8","79","html-slider-response","24","democrat","2","","","","","","","","","","","","","","","","","","","","","","","","Slide215.png"
"60822c29ba64d380f7bd9fd8","79","html-slider-response","25","democrat","2","","","","","","","","","","","","","","","","","","","","","","","","Slide544.png"
"60822c29ba64d380f7bd9fd8","79","html-slider-response","26","democrat","2","","","","","","","","","","","","","","","","","","","","","","","","Slide548.png"
"60822c29ba64d380f7bd9fd8","79","instructions","27","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"60822c29ba64d380f7bd9fd8","79","survey-html-form","28","democrat","","","5","3","2","3","","","","","","","","","","","","","","","","","","",""
"60822c29ba64d380f7bd9fd8","79","instructions","29","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"60822c29ba64d380f7bd9fd8","79","survey-html-form","30","democrat","","","","","","","male","27","yes","graduate","employed","","","","","","","","","","","","","",""
"60822c29ba64d380f7bd9fd8","79","survey-html-form","31","democrat","","","","","","","","","","","","","","2","7","1","5","","","","","","","",""
"60822c29ba64d380f7bd9fd8","79","survey-html-form","32","democrat","","","","","","","","","","","","","","","","","","daily_or_more","30","2-3_times_a_week","2","never","0","see_content, make_laugh, troll_people",""
