"prolific_id","participant_id","trial_type","trial_index","political_affiliation","response","consented","blame_prescriptive","praise_prescriptive","emotion_prescriptive","poli_prescriptive","gender","age","language","education","employment","party","party_lean","political_ideology","political_follow","rep_id","dem_id","sm_use","sm_use_slider","sm_use_poli","sm_use_poli_slider","sm_post_poli","sm_post_poli_slider","share_why","image_shown"
"66edf3940d1fb82b171dcc7e","21","instructions","0","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66edf3940d1fb82b171dcc7e","21","html-button-response","1","republican","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"66edf3940d1fb82b171dcc7e","21","survey-html-form","2","republican","","","","","","","","","","","","republican","","","","","","","","","","","","",""
"66edf3940d1fb82b171dcc7e","21","call-function","3","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66edf3940d1fb82b171dcc7e","21","call-function","4","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66edf3940d1fb82b171dcc7e","21","preload","5","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66edf3940d1fb82b171dcc7e","21","instructions","6","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66edf3940d1fb82b171dcc7e","21","html-slider-response","7","republican","5","","","","","","","","","","","","","","","","","","","","","","","","Slide413.png"
"66edf3940d1fb82b171dcc7e","21","html-slider-response","8","republican","1","","","","","","","","","","","","","","","","","","","","","","","","Slide44.png"
"66edf3940d1fb82b171dcc7e","21","html-slider-response","9","republican","2","","","","","","","","","","","","","","","","","","","","","","","","Slide90.png"
"66edf3940d1fb82b171dcc7e","21","html-slider-response","10","republican","3","","","","","","","","","","","","","","","","","","","","","","","","Slide401.png"
"66edf3940d1fb82b171dcc7e","21","html-slider-response","11","republican","5","","","","","","","","","","","","","","","","","","","","","","","","Slide179.png"
"66edf3940d1fb82b171dcc7e","21","html-slider-response","12","republican","1","","","","","","","","","","","","","","","","","","","","","","","","Slide371.png"
"66edf3940d1fb82b171dcc7e","21","html-slider-response","13","republican","5","","","","","","","","","","","","","","","","","","","","","","","","Slide235.png"
"66edf3940d1fb82b171dcc7e","21","html-slider-response","14","republican","1","","","","","","","","","","","","","","","","","","","","","","","","Slide240.png"
"66edf3940d1fb82b171dcc7e","21","html-slider-response","15","republican","3","","","","","","","","","","","","","","","","","","","","","","","","Slide251.png"
"66edf3940d1fb82b171dcc7e","21","html-slider-response","16","republican","3","","","","","","","","","","","","","","","","","","","","","","","","Slide593.png"
"66edf3940d1fb82b171dcc7e","21","html-slider-response","17","republican","1","","","","","","","","","","","","","","","","","","","","","","","","Slide380.png"
"66edf3940d1fb82b171dcc7e","21","html-slider-response","18","republican","2","","","","","","","","","","","","","","","","","","","","","","","","Slide223.png"
"66edf3940d1fb82b171dcc7e","21","html-slider-response","19","republican","1","","","","","","","","","","","","","","","","","","","","","","","","Slide585.png"
"66edf3940d1fb82b171dcc7e","21","html-slider-response","20","republican","4","","","","","","","","","","","","","","","","","","","","","","","","Slide563.png"
"66edf3940d1fb82b171dcc7e","21","html-slider-response","21","republican","3","","","","","","","","","","","","","","","","","","","","","","","","Slide321.png"
"66edf3940d1fb82b171dcc7e","21","html-slider-response","22","republican","1","","","","","","","","","","","","","","","","","","","","","","","","Slide43.png"
"66edf3940d1fb82b171dcc7e","21","html-slider-response","23","republican","1","","","","","","","","","","","","","","","","","","","","","","","","Slide317.png"
"66edf3940d1fb82b171dcc7e","21","html-slider-response","24","republican","2","","","","","","","","","","","","","","","","","","","","","","","","Slide169.png"
"66edf3940d1fb82b171dcc7e","21","html-slider-response","25","republican","1","","","","","","","","","","","","","","","","","","","","","","","","Slide438.png"
"66edf3940d1fb82b171dcc7e","21","html-slider-response","26","republican","4","","","","","","","","","","","","","","","","","","","","","","","","Slide475.png"
"66edf3940d1fb82b171dcc7e","21","instructions","27","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66edf3940d1fb82b171dcc7e","21","survey-html-form","28","republican","","","7","3","3","7","","","","","","","","","","","","","","","","","","",""
"66edf3940d1fb82b171dcc7e","21","instructions","29","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66edf3940d1fb82b171dcc7e","21","survey-html-form","30","republican","","","","","","","female","40","yes","college_degree","employed","","","","","","","","","","","","","",""
"66edf3940d1fb82b171dcc7e","21","survey-html-form","31","republican","","","","","","","","","","","","","","4","3","5","3","","","","","","","",""
"66edf3940d1fb82b171dcc7e","21","survey-html-form","32","republican","","","","","","","","","","","","","","","","","","daily_or_more","31","never","0","never","0","make_laugh",""
