"prolific_id","participant_id","trial_type","trial_index","political_affiliation","response","consented","blame_prescriptive","praise_prescriptive","emotion_prescriptive","poli_prescriptive","gender","age","language","education","employment","party","party_lean","political_ideology","political_follow","rep_id","dem_id","sm_use","sm_use_slider","sm_use_poli","sm_use_poli_slider","sm_post_poli","sm_post_poli_slider","share_why","image_shown"
"663a6a13c0b6b4aff21552f8","179","instructions","0","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"663a6a13c0b6b4aff21552f8","179","html-button-response","1","democrat","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"663a6a13c0b6b4aff21552f8","179","survey-html-form","2","democrat","","","","","","","","","","","","democrat","","","","","","","","","","","","",""
"663a6a13c0b6b4aff21552f8","179","call-function","3","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"663a6a13c0b6b4aff21552f8","179","call-function","4","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"663a6a13c0b6b4aff21552f8","179","preload","5","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"663a6a13c0b6b4aff21552f8","179","instructions","6","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"663a6a13c0b6b4aff21552f8","179","html-slider-response","7","democrat","2","","","","","","","","","","","","","","","","","","","","","","","","Slide161.png"
"663a6a13c0b6b4aff21552f8","179","html-slider-response","8","democrat","4","","","","","","","","","","","","","","","","","","","","","","","","Slide153.png"
"663a6a13c0b6b4aff21552f8","179","html-slider-response","9","democrat","5","","","","","","","","","","","","","","","","","","","","","","","","Slide251.png"
"663a6a13c0b6b4aff21552f8","179","html-slider-response","10","democrat","5","","","","","","","","","","","","","","","","","","","","","","","","Slide38.png"
"663a6a13c0b6b4aff21552f8","179","html-slider-response","11","democrat","2","","","","","","","","","","","","","","","","","","","","","","","","Slide433.png"
"663a6a13c0b6b4aff21552f8","179","html-slider-response","12","democrat","3","","","","","","","","","","","","","","","","","","","","","","","","Slide100.png"
"663a6a13c0b6b4aff21552f8","179","html-slider-response","13","democrat","3","","","","","","","","","","","","","","","","","","","","","","","","Slide544.png"
"663a6a13c0b6b4aff21552f8","179","html-slider-response","14","democrat","4","","","","","","","","","","","","","","","","","","","","","","","","Slide215.png"
"663a6a13c0b6b4aff21552f8","179","html-slider-response","15","democrat","4","","","","","","","","","","","","","","","","","","","","","","","","Slide218.png"
"663a6a13c0b6b4aff21552f8","179","html-slider-response","16","democrat","4","","","","","","","","","","","","","","","","","","","","","","","","Slide49.png"
"663a6a13c0b6b4aff21552f8","179","html-slider-response","17","democrat","4","","","","","","","","","","","","","","","","","","","","","","","","Slide247.png"
"663a6a13c0b6b4aff21552f8","179","html-slider-response","18","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide349.png"
"663a6a13c0b6b4aff21552f8","179","html-slider-response","19","democrat","5","","","","","","","","","","","","","","","","","","","","","","","","Slide50.png"
"663a6a13c0b6b4aff21552f8","179","html-slider-response","20","democrat","3","","","","","","","","","","","","","","","","","","","","","","","","Slide588.png"
"663a6a13c0b6b4aff21552f8","179","html-slider-response","21","democrat","5","","","","","","","","","","","","","","","","","","","","","","","","Slide105.png"
"663a6a13c0b6b4aff21552f8","179","html-slider-response","22","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide582.png"
"663a6a13c0b6b4aff21552f8","179","html-slider-response","23","democrat","3","","","","","","","","","","","","","","","","","","","","","","","","Slide191.png"
"663a6a13c0b6b4aff21552f8","179","html-slider-response","24","democrat","4","","","","","","","","","","","","","","","","","","","","","","","","Slide548.png"
"663a6a13c0b6b4aff21552f8","179","html-slider-response","25","democrat","3","","","","","","","","","","","","","","","","","","","","","","","","Slide224.png"
"663a6a13c0b6b4aff21552f8","179","html-slider-response","26","democrat","4","","","","","","","","","","","","","","","","","","","","","","","","Slide579.png"
"663a6a13c0b6b4aff21552f8","179","instructions","27","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"663a6a13c0b6b4aff21552f8","179","survey-html-form","28","democrat","","","3","6","4","4","","","","","","","","","","","","","","","","","","",""
"663a6a13c0b6b4aff21552f8","179","instructions","29","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"663a6a13c0b6b4aff21552f8","179","survey-html-form","30","democrat","","","","","","","female","27","yes","college_degree","employed","","","","","","","","","","","","","",""
"663a6a13c0b6b4aff21552f8","179","survey-html-form","31","democrat","","","","","","","","","","","","","","1","7","1","7","","","","","","","",""
"663a6a13c0b6b4aff21552f8","179","survey-html-form","32","democrat","","","","","","","","","","","","","","","","","","4-6_times_a_week","0","4-6_times_a_week","0","2-3_times_a_week","0","see_content, make_laugh, change_opinions, represents_beliefs",""
