"prolific_id","participant_id","trial_type","trial_index","political_affiliation","response","consented","blame_prescriptive","praise_prescriptive","emotion_prescriptive","poli_prescriptive","gender","age","language","education","employment","party","party_lean","political_ideology","political_follow","rep_id","dem_id","sm_use","sm_use_slider","sm_use_poli","sm_use_poli_slider","sm_post_poli","sm_post_poli_slider","share_why","image_shown"
"66d2d920fb76c49f098b9397","18","instructions","0","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66d2d920fb76c49f098b9397","18","html-button-response","1","republican","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"66d2d920fb76c49f098b9397","18","survey-html-form","2","republican","","","","","","","","","","","","republican","","","","","","","","","","","","",""
"66d2d920fb76c49f098b9397","18","call-function","3","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66d2d920fb76c49f098b9397","18","call-function","4","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66d2d920fb76c49f098b9397","18","preload","5","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66d2d920fb76c49f098b9397","18","instructions","6","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66d2d920fb76c49f098b9397","18","html-slider-response","7","republican","7","","","","","","","","","","","","","","","","","","","","","","","","Slide492.png"
"66d2d920fb76c49f098b9397","18","html-slider-response","8","republican","5","","","","","","","","","","","","","","","","","","","","","","","","Slide72.png"
"66d2d920fb76c49f098b9397","18","html-slider-response","9","republican","7","","","","","","","","","","","","","","","","","","","","","","","","Slide147.png"
"66d2d920fb76c49f098b9397","18","html-slider-response","10","republican","6","","","","","","","","","","","","","","","","","","","","","","","","Slide350.png"
"66d2d920fb76c49f098b9397","18","html-slider-response","11","republican","7","","","","","","","","","","","","","","","","","","","","","","","","Slide408.png"
"66d2d920fb76c49f098b9397","18","html-slider-response","12","republican","2","","","","","","","","","","","","","","","","","","","","","","","","Slide374.png"
"66d2d920fb76c49f098b9397","18","html-slider-response","13","republican","7","","","","","","","","","","","","","","","","","","","","","","","","Slide356.png"
"66d2d920fb76c49f098b9397","18","html-slider-response","14","republican","5","","","","","","","","","","","","","","","","","","","","","","","","Slide537.png"
"66d2d920fb76c49f098b9397","18","html-slider-response","15","republican","7","","","","","","","","","","","","","","","","","","","","","","","","Slide270.png"
"66d2d920fb76c49f098b9397","18","html-slider-response","16","republican","6","","","","","","","","","","","","","","","","","","","","","","","","Slide472.png"
"66d2d920fb76c49f098b9397","18","html-slider-response","17","republican","7","","","","","","","","","","","","","","","","","","","","","","","","Slide296.png"
"66d2d920fb76c49f098b9397","18","html-slider-response","18","republican","2","","","","","","","","","","","","","","","","","","","","","","","","Slide207.png"
"66d2d920fb76c49f098b9397","18","html-slider-response","19","republican","5","","","","","","","","","","","","","","","","","","","","","","","","Slide253.png"
"66d2d920fb76c49f098b9397","18","html-slider-response","20","republican","6","","","","","","","","","","","","","","","","","","","","","","","","Slide16.png"
"66d2d920fb76c49f098b9397","18","html-slider-response","21","republican","7","","","","","","","","","","","","","","","","","","","","","","","","Slide415.png"
"66d2d920fb76c49f098b9397","18","html-slider-response","22","republican","6","","","","","","","","","","","","","","","","","","","","","","","","Slide106.png"
"66d2d920fb76c49f098b9397","18","html-slider-response","23","republican","7","","","","","","","","","","","","","","","","","","","","","","","","Slide596.png"
"66d2d920fb76c49f098b9397","18","html-slider-response","24","republican","6","","","","","","","","","","","","","","","","","","","","","","","","Slide284.png"
"66d2d920fb76c49f098b9397","18","html-slider-response","25","republican","2","","","","","","","","","","","","","","","","","","","","","","","","Slide480.png"
"66d2d920fb76c49f098b9397","18","html-slider-response","26","republican","7","","","","","","","","","","","","","","","","","","","","","","","","Slide118.png"
"66d2d920fb76c49f098b9397","18","instructions","27","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66d2d920fb76c49f098b9397","18","survey-html-form","28","republican","","","4","6","7","7","","","","","","","","","","","","","","","","","","",""
"66d2d920fb76c49f098b9397","18","instructions","29","republican","","","","","","","","","","","","","","","","","","","","","","","","",""
"66d2d920fb76c49f098b9397","18","survey-html-form","30","republican","","","","","","","female","35","yes","some_college","employed","","","","","","","","","","","","","",""
"66d2d920fb76c49f098b9397","18","survey-html-form","31","republican","","","","","","","","","","","","","","5","5","7","1","","","","","","","",""
"66d2d920fb76c49f098b9397","18","survey-html-form","32","republican","","","","","","","","","","","","","","","","","","daily_or_more","17","4-6_times_a_week","3","2-3_times_a_week","1","see_content, make_laugh",""
