"prolific_id","participant_id","trial_type","trial_index","political_affiliation","response","consented","blame_prescriptive","praise_prescriptive","emotion_prescriptive","poli_prescriptive","gender","age","language","education","employment","party","party_lean","political_ideology","political_follow","rep_id","dem_id","sm_use","sm_use_slider","sm_use_poli","sm_use_poli_slider","sm_post_poli","sm_post_poli_slider","share_why","image_shown"
"66a4591c98b2677590fcdffb","63","instructions","0","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"66a4591c98b2677590fcdffb","63","html-button-response","1","democrat","1","1","","","","","","","","","","","","","","","","","","","","","","",""
"66a4591c98b2677590fcdffb","63","survey-html-form","2","democrat","","","","","","","","","","","","democrat","","","","","","","","","","","","",""
"66a4591c98b2677590fcdffb","63","call-function","3","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"66a4591c98b2677590fcdffb","63","call-function","4","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"66a4591c98b2677590fcdffb","63","preload","5","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"66a4591c98b2677590fcdffb","63","instructions","6","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"66a4591c98b2677590fcdffb","63","html-slider-response","7","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide432.png"
"66a4591c98b2677590fcdffb","63","html-slider-response","8","democrat","4","","","","","","","","","","","","","","","","","","","","","","","","Slide572.png"
"66a4591c98b2677590fcdffb","63","html-slider-response","9","democrat","6","","","","","","","","","","","","","","","","","","","","","","","","Slide525.png"
"66a4591c98b2677590fcdffb","63","html-slider-response","10","democrat","7","","","","","","","","","","","","","","","","","","","","","","","","Slide306.png"
"66a4591c98b2677590fcdffb","63","html-slider-response","11","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide461.png"
"66a4591c98b2677590fcdffb","63","html-slider-response","12","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide438.png"
"66a4591c98b2677590fcdffb","63","html-slider-response","13","democrat","7","","","","","","","","","","","","","","","","","","","","","","","","Slide5.png"
"66a4591c98b2677590fcdffb","63","html-slider-response","14","democrat","7","","","","","","","","","","","","","","","","","","","","","","","","Slide519.png"
"66a4591c98b2677590fcdffb","63","html-slider-response","15","democrat","7","","","","","","","","","","","","","","","","","","","","","","","","Slide129.png"
"66a4591c98b2677590fcdffb","63","html-slider-response","16","democrat","7","","","","","","","","","","","","","","","","","","","","","","","","Slide6.png"
"66a4591c98b2677590fcdffb","63","html-slider-response","17","democrat","4","","","","","","","","","","","","","","","","","","","","","","","","Slide106.png"
"66a4591c98b2677590fcdffb","63","html-slider-response","18","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide401.png"
"66a4591c98b2677590fcdffb","63","html-slider-response","19","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide284.png"
"66a4591c98b2677590fcdffb","63","html-slider-response","20","democrat","7","","","","","","","","","","","","","","","","","","","","","","","","Slide244.png"
"66a4591c98b2677590fcdffb","63","html-slider-response","21","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide560.png"
"66a4591c98b2677590fcdffb","63","html-slider-response","22","democrat","1","","","","","","","","","","","","","","","","","","","","","","","","Slide409.png"
"66a4591c98b2677590fcdffb","63","html-slider-response","23","democrat","6","","","","","","","","","","","","","","","","","","","","","","","","Slide243.png"
"66a4591c98b2677590fcdffb","63","html-slider-response","24","democrat","7","","","","","","","","","","","","","","","","","","","","","","","","Slide549.png"
"66a4591c98b2677590fcdffb","63","html-slider-response","25","democrat","3","","","","","","","","","","","","","","","","","","","","","","","","Slide170.png"
"66a4591c98b2677590fcdffb","63","html-slider-response","26","democrat","3","","","","","","","","","","","","","","","","","","","","","","","","Slide230.png"
"66a4591c98b2677590fcdffb","63","instructions","27","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"66a4591c98b2677590fcdffb","63","survey-html-form","28","democrat","","","1","5","4","4","","","","","","","","","","","","","","","","","","",""
"66a4591c98b2677590fcdffb","63","instructions","29","democrat","","","","","","","","","","","","","","","","","","","","","","","","",""
"66a4591c98b2677590fcdffb","63","survey-html-form","30","democrat","","","","","","","female","46","yes","some_college","self_employed","","","","","","","","","","","","","",""
"66a4591c98b2677590fcdffb","63","survey-html-form","31","democrat","","","","","","","","","","","","","","2","5","1","7","","","","","","","",""
"66a4591c98b2677590fcdffb","63","survey-html-form","32","democrat","","","","","","","","","","","","","","","","","","daily_or_more","4","daily_or_more","4","never","0","",""
