prolific_id,participant_id,trial_type,trial_index,image_shown,image_category,like_state,share_state,image_index,scroll_to_bottom,political_affiliation,consented,blame_prescriptive,praise_prescriptive,emotion_prescriptive,poli_prescriptive,gender,age,language,education,employment,party,party_lean,political_ideology,political_follow,rep_id,dem_id,sm_use,sm_use_slider,sm_use_poli,sm_use_poli_slider,sm_post_poli,sm_post_poli_slider,share_why
TEST123,176,instructions,,,,,,,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,html-button-response,1,,,,,,,republican,1,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,survey-html-form,2,,,,,,,republican,,,,,,,,,,,republican,,,,,,,,,,,,
TEST123,176,call-function,3,,,,,,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide477.png,rep_outgroup_blame,,true,1,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide682.png,distractor,true,,2,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide505.png,rep_ingroup_praise,,,3,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide486.png,dem_outgroup_blame,,,4,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide510.png,rep_outgroup_blame,,,5,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide551.png,neutral_political,,,6,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide555.png,neutral_political,,,7,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide588.png,neutral_political,,,8,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide514.png,dem_ingroup_praise,,,9,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide587.png,neutral_political,,,10,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide676.png,distractor,,,11,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide531.png,rep_ingroup_praise,,,12,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide451.png,dem_ingroup_praise,,,13,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide554.png,neutral_political,true,true,14,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide452.png,dem_ingroup_praise,,,15,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide679.png,distractor,,,16,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide559.png,neutral_political,,,17,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide507.png,rep_outgroup_blame,,,18,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide527.png,neutral_political,,,19,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide589.png,neutral_political,,,20,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide689.png,distractor,,,21,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide488.png,dem_outgroup_blame,,,22,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide680.png,distractor,,,23,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide457.png,dem_outgroup_blame,,,24,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide509.png,rep_outgroup_blame,,,25,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide528.png,neutral_political,,,26,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide475.png,rep_ingroup_praise,,true,27,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide14.png,neutral_political,,,28,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide11.png,neutral_political,,,29,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide687.png,distractor,,,30,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide536.png,rep_outgroup_blame,,,31,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide584.png,neutral_political,,,32,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide529.png,neutral_political,,,33,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide585.png,neutral_political,,,34,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide684.png,distractor,,,35,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide476.png,rep_outgroup_blame,,,36,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide678.png,distractor,,,37,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide685.png,distractor,,,38,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide552.png,neutral_political,true,,39,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide504.png,rep_ingroup_praise,,,40,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide501.png,rep_ingroup_praise,,,41,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide506.png,rep_outgroup_blame,,,42,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide537.png,rep_outgroup_blame,,,43,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide481.png,dem_ingroup_praise,,,44,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide538.png,rep_outgroup_blame,,,45,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide511.png,dem_ingroup_praise,,,46,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide677.png,distractor,,,47,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide489.png,dem_outgroup_blame,,,48,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide12.png,neutral_political,true,,49,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide533.png,rep_ingroup_praise,,,50,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide553.png,neutral_political,,,51,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide532.png,rep_ingroup_praise,,,52,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide686.png,distractor,,,53,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide583.png,neutral_political,,,54,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide482.png,dem_ingroup_praise,,,55,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide458.png,dem_outgroup_blame,,,56,,republican,,,,,,,,,,,,,,,,,,,,,,,
