prolific_id,participant_id,trial_type,trial_index,image_shown,image_category,like_state,share_state,image_index,scroll_to_bottom,political_affiliation,consented,blame_prescriptive,praise_prescriptive,emotion_prescriptive,poli_prescriptive,gender,age,language,education,employment,party,party_lean,political_ideology,political_follow,rep_id,dem_id,sm_use,sm_use_slider,sm_use_poli,sm_use_poli_slider,sm_post_poli,sm_post_poli_slider,share_why
TEST123,176,instructions,,,,,,,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,html-button-response,1,,,,,,,republican,1,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,survey-html-form,2,,,,,,,republican,,,,,,,,,,,republican,,,,,,,,,,,,
TEST123,176,call-function,3,,,,,,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide518.png,dem_outgroup_blame,,true,1,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide676.png,distractor,true,,2,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide453.png,dem_ingroup_praise,,,3,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide556.png,neutral_political,,,4,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide454.png,dem_ingroup_praise,,,5,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide502.png,rep_ingroup_praise,,,6,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide590.png,neutral_political,,,7,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide531.png,rep_ingroup_praise,,,8,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide516.png,dem_outgroup_blame,,,9,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide490.png,dem_outgroup_blame,,,10,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide537.png,rep_outgroup_blame,,,11,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide12.png,neutral_political,,,12,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide532.png,rep_ingroup_praise,true,true,13,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide684.png,distractor,,,14,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide559.png,neutral_political,,,15,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide505.png,rep_ingroup_praise,,,16,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide682.png,distractor,,,17,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide536.png,rep_outgroup_blame,,,18,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide489.png,dem_outgroup_blame,,,19,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide680.png,distractor,,,20,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide584.png,neutral_political,true,true,21,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide471.png,rep_ingroup_praise,,,22,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide552.png,neutral_political,,,23,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide460.png,dem_outgroup_blame,,,24,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide11.png,neutral_political,,,25,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide457.png,dem_outgroup_blame,,,26,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide551.png,neutral_political,,,27,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide473.png,rep_ingroup_praise,,,28,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide686.png,distractor,,,29,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide554.png,neutral_political,,,30,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide477.png,rep_outgroup_blame,,true,31,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide484.png,dem_ingroup_praise,,,32,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide479.png,rep_outgroup_blame,,,33,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide687.png,distractor,,,34,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide487.png,dem_outgroup_blame,,,35,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide482.png,dem_ingroup_praise,,,36,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide534.png,rep_ingroup_praise,,true,37,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide689.png,distractor,,,38,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide688.png,distractor,,,39,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide514.png,dem_ingroup_praise,,,40,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide526.png,neutral_political,,,41,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide519.png,dem_outgroup_blame,,,42,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide504.png,rep_ingroup_praise,,,43,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide480.png,rep_outgroup_blame,,,44,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide478.png,rep_outgroup_blame,,,45,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide452.png,dem_ingroup_praise,,,46,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide533.png,rep_ingroup_praise,true,,47,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide587.png,neutral_political,,,48,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide690.png,distractor,,,49,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide589.png,neutral_political,,,50,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide481.png,dem_ingroup_praise,,,51,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide582.png,neutral_political,,,52,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide472.png,rep_ingroup_praise,,,53,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide555.png,neutral_political,,,54,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide513.png,dem_ingroup_praise,,,55,,republican,,,,,,,,,,,,,,,,,,,,,,,
TEST123,176,social-media-feed,4,Slide679.png,distractor,,,56,,republican,,,,,,,,,,,,,,,,,,,,,,,
