prolificID,experiment_id,condition,gender,age,blame_prescriptive,praise_prescriptive
664a9130e765f4b066ec179e,e1DXnn,2,1,36,3,2
5fadd05e7543de1ee549773d,e1DXnn,2,2,48,3,3
5d1beb9c9e033e0017a725dc,e1DXnn,3,1,38,3,3
665893626958c4992532bdff,e1DXnn,1,1,41,0,3
65fce693e2e7b3285b2be81d,egNJun,1,2,40,3,3
65d50d82df181fb05be3196f,e1DXnn,2,2,21,2,-1
663c1c83fd847f0acd8ed4c9,e1DXnn,1,2,26,1,2
5865bdf7a3462300010673e3,egNJun,1,1,48,-2,2
66352dc9534503854d9079bf,e1DXnn,1,2,39,2,2
60feb2be3bb57f04327c03f4,e1DXnn,1,1,52,1,2
5dee44454d7bea4e3f4b44a6,egNJun,2,2,37,0,3
62867b51e71606f873d41b05,e1DXnn,2,1,37,2,2
63d142cd6facbdd809867c48,e1DXnn,2,2,36,-2,1
5ced23c585712e00190bd98a,e1DXnn,3,1,43,2,1
5b564680ed90280001510d9a,e1DXnn,2,1,38,2,2
65b530933c338ad8fff0a83f,e1DXnn,3,2,75,3,3
6629497a938b0963356f7002,e1DXnn,3,2,48,-2,1
611377497bdc630aedb0c1a7,e1DXnn,3,2,23,0,0
6325b8a7fcafb1208f542e93,e1DXnn,3,1,36,-2,3
63fa78f21e485a372c6528fa,e1DXnn,1,1,51,1,2
60ef2700e476748689a999f7,e1DXnn,1,2,32,3,3
664793da65fb3a1d9e80431f,e1DXnn,2,2,25,-1,0
5da497568034e40011366267,e1DXnn,1,1,37,2,1
663139cbb8723d403f4e7fc8,egNJun,1,1,46,1,0
661ada90ff7a91c58847b22d,egNJun,2,2,55,0,3
6484c219209c24da75a14964,e1DXnn,2,1,53,3,3
63bf40687b33e43442effb9b,egNJun,1,1,42,2,2
66418b120caf1d6fcf9d0cf2,egNJun,3,1,27,-2,3
5f0d529c9df050769b81e18f,e1DXnn,2,1,36,0,1
665a5007ded23a3b46ab299b,e1DXnn,3,1,29,0,3
614069ee33e9bf61d860d200,e1DXnn,3,1,35,-1,2
663a8d0cc952a673edb34363,e1DXnn,3,2,44,-2,2
66227371b75d9c90e62a3def,egNJun,3,2,29,-1,1
5e67fe18d9ea830a49772a67,e1DXnn,2,2,25,0,1
66563e4da8bbe2b119755a50,egNJun,1,2,33,-1,0
https://www.yelp.com/biz/shakeys-pizza-parlor-garden-grove-2,e1DXnn,1,1,49,-2,0
6654a08d044bd2f140dd9403,e1DXnn,3,2,59,1,2
656130263399ad94b5b84fd2,e1DXnn,3,2,48,2,3
6634fcc04fdb39573179fb61,e1DXnn,2,2,45,2,3
5d093f05c79e5a0016796b18,e1DXnn,2,1,35,2,1
662c62abadd0ff2671ea8876,egNJun,3,1,34,-3,3
663043f63dbecb9fd3c400e8,egNJun,1,2,25,2,-1
62ceba5fdab49dfc90278cbb,e1DXnn,2,2,25,0,3
5ed9711cfca3941553f2cfd8,egNJun,1,2,35,-2,1
663e1051b8991c9838004ca4,e1DXnn,2,1,64,-1,3
65c11389b0d2ba8e63cb8b22,e1DXnn,1,2,38,2,2
663ada244dd85eeecc453673,e1DXnn,3,2,27,-3,2
60cbabd69ddfb4d7243a1e38,e1DXnn,2,1,51,1,3
5c91ab9b47fad40011be8306,e1DXnn,3,1,34,-1,2
5c4d1a6c9ce35100019dbc88,e1DXnn,2,1,36,-2,3
6650a9ed115b3903e40e8943,egNJun,2,1,45,1,3
65df409ed4caf8deef4ae2b0,e1DXnn,1,2,41,-2,2
6403ce2f85c4bb26aff0de6e,e1DXnn,2,2,71,-1,0
661ed12701e9fa042486677a,egNJun,3,1,30,-2,2
6463e139c1cfbd6321e08714,e1DXnn,2,2,67,2,3
6644e1cc6d5db8a63da93e60,e1DXnn,1,2,30,1,2
5f511ab38505ac2e8fbfac5e,e1DXnn,1,2,25,-1,1
66041eef8bb7bb7f12624252,e1DXnn,3,1,52,1,3
66439c3bab98bb0158f84946,e1DXnn,2,2,35,3,1
6629515d8dd4df4d04ab8885,e1DXnn,2,2,53,2,2
66465dfe71dc8e9386d0a6a6,e1DXnn,1,1,33,2,2
5ec6852ffa4c53071c789fe8,e1DXnn,2,2,34,-1,2
5bfbfeed249c390001f875be,e1DXnn,1,3,32,1,3
662a2584d928ede39a60cdb1,egNJun,1,1,24,0,3
655fb267d98c83d9b05df214,e1DXnn,1,2,24,3,-2
5eb087ed7f6d1e1232690d6a,e1DXnn,3,2,63,0,3
651d7361e8db78894f7b95cd,e1DXnn,3,1,53,0,3
55b688fafdf99b26e287abd3,e1DXnn,2,1,52,1,2
6611e757699d7d1856dc2486,e1DXnn,3,2,53,-2,2
5e31740eb3f28315c5e0d347,e1DXnn,1,1,31,2,2
663531819b6036524054c4f0,e1DXnn,3,2,53,-1,1
663eb237449fd111b8647de2,e1DXnn,1,1,26,2,3
663a5fa6c0dd77f659a12550,e1DXnn,1,2,27,2,0
6657368915008a8a9edc91a9,e1DXnn,1,2,73,0,0
66572731cb06ce43c72bdf8a,e1DXnn,2,2,20,2,3
60fd01ec7bbf3d712124ad4b,e1DXnn,3,2,23,2,3
63bd8c8f03965fcab1bbb917,e1DXnn,3,2,29,1,3
5c5f8caa08ac630001cdc62d,e1DXnn,1,2,38,2,2
579983292fc0d400012c8937,e1DXnn,3,3,31,3,3
66435d67125fd343899c4647,e1DXnn,3,2,37,3,3
66433a1ddbc346c232990a79,egNJun,2,1,28,1,1
5b78542ef642ed0001517ca0,e1DXnn,2,2,33,1,1
663fab7c4193c77a18d5f5a5,e1DXnn,1,1,31,-1,3
65e7ca51f9482482909fd1ff,egNJun,2,1,28,-1,3
65dfa904f13b033e7b67414d,e1DXnn,3,2,20,0,3
663e4e95e7e0acca1b1cd005,e1DXnn,1,1,34,1,2
5fd298b32f6cb7062fd9aea0,e1DXnn,3,2,40,3,3
64d55b4562a7a1e44d7df618,e1DXnn,3,2,54,2,3
6643dcdaee723e90ec897171,egNJun,3,2,46,-2,2
6625c13dc39e9d15b84e26c1,egNJun,3,1,23,2,1
662939605d80002420c06af7,e1DXnn,2,2,41,-1,3
5fc5ef4e547d7a18ac819d73,e1DXnn,2,2,32,3,3
65e0a88fcc6c49698e16ee00,e1DXnn,1,1,42,1,2
66463a720c519d1fe8124afb,e1DXnn,1,1,32,3,3
5b121d05c85dc40001621bc6,e1DXnn,2,1,27,-1,2
6553a7fdcb372050cab6035c,e1DXnn,1,2,25,1,1
66295ed5afa876ee1f5aa891,e1DXnn,3,2,53,-3,3
663a6fa5512c57dcda46eadf,e1DXnn,2,2,25,-1,3
614ebfa6eff131515482a146,e1DXnn,3,1,32,-2,2
652007aa8bf93729d6829f67,e1DXnn,1,2,52,1,2
60220af9eeca542c5042d457,e1DXnn,1,1,30,-1,2
5da0a1d4306a2f001961d205,e1DXnn,3,2,64,0,3
662c28982dadca79ef58b53d,egNJun,2,2,48,2,2
5defe030347de8000ab7ecab,egNJun,3,1,37,2,2
66315db35a9e0a3f1df54106,egNJun,2,2,28,-1,-1
663e4b5deaf50d8cef5ee1cb,e1DXnn,2,2,67,1,3
5f5be09e16b98d18b3d213db,e1DXnn,1,2,27,1,2
60fefd6de6b470fd133b7d5d,e1DXnn,3,2,31,-1,3
56228c48ed6e5a0005c7fdd6,egNJun,1,1,39,3,2
5ffdfeea255d0c442b1aecbe,e1DXnn,1,2,33,2,2
65f7fbb178b358ac91094fec,egNJun,1,1,24,1,3
663c4e34830b516f69070737,e1DXnn,2,2,31,3,3
65e85fa344091288e6f10cd7,egNJun,3,1,24,2,1
6650ee2f115b3903e40e9835,egNJun,1,1,23,1,3
659577f52ae73223e381362a,e1DXnn,2,2,45,2,2
65eb03fdb9ac0903d185d88c,e1DXnn,2,1,31,2,1
5ec44da606cb7931f04a35e9,e1DXnn,3,1,58,3,3
6313f4ebb6eb359b0650a088,e1DXnn,1,2,25,-1,1
5d6325d535218100017210a2,egNJun,1,1,32,1,-2
663d2c4ec6e0b969b7552ac4,egNJun,2,1,39,2,2
65203a2c6b6a29564f73d405,e1DXnn,3,2,66,-2,3
66463bdd638be449331845a1,e1DXnn,1,2,22,-1,1
609c6cc79875c8f0ba5d2242,e1DXnn,2,2,62,-1,3
65674d97ea7b11c484cac493,e1DXnn,1,2,36,3,1
6638ed323cd2400f1d2b09d4,e1DXnn,3,2,52,-1,2
5c904569bc1a950016fbfc91,e1DXnn,1,2,39,-2,-2
6627f4487b8bd8d14031349a,egNJun,1,2,33,-1,3
65772beb157aafadf7aa343e,e1DXnn,2,1,51,0,1
55d35935da14d7001295326b,e1DXnn,3,2,42,1,2
65f3a58fec67a4540b02a71d,egNJun,1,2,27,0,1
65c1101ad396af7b64044034,e1DXnn,2,2,39,2,3
60f728553a37102574b585c4,e1DXnn,2,2,69,-3,2
663e3cebf22215cffd238d3e,e1DXnn,2,2,28,2,3
5dbc46b70338051eb7999760,e1DXnn,2,2,46,1,2
663fcdfa0a379f42f4c7397e,e1DXnn,1,2,51,3,2
6659e00a89a030f315e2ace8,e1DXnn,3,2,31,-3,2
65c296837d9cf28c3bbd5eda,e1DXnn,1,2,36,3,3
663db35ad74dad7cb14bd7a1,egNJun,2,1,19,2,0
6599f1241661eb4a6cf49de0,e1DXnn,3,2,40,3,3
664cda13124e3ad6e6276c49,egNJun,3,2,27,1,1
572041d6fd3a5200093c1295,e1DXnn,3,2,41,1,2
6634078f14f67c00f087818f,egNJun,3,1,61,0,0
66201746287a77b3b97d0c52,egNJun,1,1,37,-1,1
65ecfcd2ba0a9ef7fd3c8c90,egNJun,1,2,30,-3,2
664252d4a599b06b914bfcd8,e1DXnn,3,1,42,-2,1
662a615badc7c524fe2068e9,egNJun,2,1,34,-3,0
5aeb33dc329e250001c1f9c3,e1DXnn,3,2,25,-1,3
5e72a52868f8321fa3335b09,e1DXnn,1,2,32,3,3
5de8613ddf86d37c8a8ab294,e1DXnn,2,2,22,NA,3
5953462b2d8f240001481c53,e1DXnn,1,2,29,2,1
6111756d734032fd73f87a18,e1DXnn,1,2,23,2,3
,e1DXnn,3,1,45,-3,3
65b7b7c7de5aab00d7406888,e1DXnn,3,1,51,0,2
66281235a9b275877e8dfedd,egNJun,3,2,47,0,3
6393762f53bfb428985673db,egNJun,1,1,70,0,3
60bab9f865afc7f8435a99d8,e1DXnn,2,2,43,3,3
570bd589b9b52b000f2d854f,e1DXnn,1,1,38,0,0
5f6cdde7a8d71310b06e402a,e1DXnn,3,2,27,-1,2
5df2e86273d7241f495bc399,egNJun,3,2,37,1,3
6604613c980e905f7748e9c1,e1DXnn,1,2,56,3,3
5834b3f1d6ed08000154eadb,e1DXnn,1,3,27,2,3
65f8d57fd2c442b60e090c39,e1DXnn,1,1,33,1,2
664cf32f550b719c453c77b3,e1DXnn,2,2,23,1,2
66427a39c10677a167390fea,e1DXnn,3,3,20,-1,3
663a97f67384957d9d8f385c,e1DXnn,1,2,39,0,0
65f1e602324cee4a8e9c8177,egNJun,1,1,27,1,-1
6612c6bf60252716c439e878,e1DXnn,2,2,54,0,2
58a1fe40ea3d11000170d9b9,e1DXnn,2,2,32,-3,3
55ad1d55fdf99b4c8f9941d4,e1DXnn,2,2,40,2,3
5f01230b4f8dff26fad883d2,e1DXnn,2,1,23,1,1
637ee3e42ee7996a07233f21,e1DXnn,3,1,48,0,0
663a5d3e48441f253cc57071,e1DXnn,1,1,24,2,0
5f27835438b9f85a6b9ebdb4,e1DXnn,3,2,42,1,1
62964d27c2b2866faa677493,e1DXnn,1,1,35,-1,1
6562565a6752019f98cf5c76,e1DXnn,3,2,58,1,3
5fde4bdb99e7cf5b87787664,e1DXnn,1,2,42,-3,2
63d1e114550c261e5d78a941,e1DXnn,2,2,28,3,3
64d90f1779f89b941cdc667f,e1DXnn,1,1,50,0,2
662feef92fff86ddfb5232a3,egNJun,3,1,34,3,3
663a7dfda4b3d560eb9290c8,egNJun,2,1,43,0,-1
6638f03cea0eb349ca3d6528,egNJun,3,1,64,-2,1
620bde60a922fc3f247f6e6d,e1DXnn,2,2,40,0,2
6631373ef2fa4b8395355ebc,egNJun,2,1,36,2,3
663922bf1ff7589784c76f51,e1DXnn,1,1,20,3,3
643883e97bc73c8245bc31d3,e1DXnn,1,1,50,-1,1
663a30b2a631b1ab5e560e84@email.prolific.com,egNJun,2,1,57,3,3
66509f45e6406e41ed64f30c,e1DXnn,3,1,25,-2,3
5f4c722074dfe876eaa57716,e1DXnn,2,2,32,0,2
62c71e41af2bc57590b548e8,e1DXnn,2,1,43,1,3
663f765f9fa234227ab6805c,e1DXnn,1,2,32,-1,2
657f5c2d51e703ef98eede73,e1DXnn,3,1,52,-2,2
65978a6c375b6513561ed3fa,e1DXnn,2,2,35,2,2
663bc31529719b8501c52820,e1DXnn,1,1,31,3,-1
5fbe42c891f04a32f38807a4,e1DXnn,2,2,38,2,3
6566679308980069340e80b8,e1DXnn,3,1,49,0,1
63f7819f0214fe30ea7a84e9,e1DXnn,1,2,25,1,-1
6630e98447f8816633208ca9,e1DXnn,2,2,30,1,3
6584aa4023ce9a5ec9b7dd37,e1DXnn,2,1,43,3,3
63d41c2627381fc53af61e58,e1DXnn,3,2,47,-3,1
5cb62e9293342300017a72a1,e1DXnn,1,1,34,0,2
5bcd315d0f10750001d7f22e,e1DXnn,2,1,41,2,1
632a385defc440ca225a32b4,e1DXnn,2,1,29,-3,3
663591a8f1cc9a084177709c,egNJun,2,2,45,-1,-3
65fe2f14b03790cc470f5c06,e1DXnn,2,1,28,2,2
60fd0c0177cf82998b783603,e1DXnn,2,2,35,2,3
660453fc1aeb9b6ec5f7a127,e1DXnn,2,1,44,3,3
64527892acde0fbd392a41d6,e1DXnn,3,2,66,-2,1
62c55056993f53f1e8cf8e30,e1DXnn,3,1,71,1,3
6644cf0a2e641bfd221ac4af,egNJun,3,1,44,0,2
664672644459d88ac575c3be,e1DXnn,1,2,31,2,3
631b428359f449b8159625f8,,1,1,37,1,2
5d014a5dcd2e40001827abde,e1DXnn,2,2,46,3,3
58a86f9c66e4640001c539c9,e1DXnn,3,2,67,0,2
628f827eeb876ed2617881e7,e1DXnn,3,1,33,-2,3
5d439cb393066e001a5a4d26,egNJun,1,1,31,3,0
65b2b48eb1b3f9d1919dc177,e1DXnn,3,2,60,2,3
6644a6ea965c29a22a781757,e1DXnn,2,2,23,2,2
5b215747cd0abe00014fa2f6,e1DXnn,1,2,36,-1,2
660d53ba27881762fdac009c,e1DXnn,2,2,52,-2,1
66293cc1dcfaa310dd0f711b,e1DXnn,2,1,50,-2,1
58a5cf959e040a0001399f07,e1DXnn,3,2,31,3,3
64fb3be137d2bd2bdfab8ba6,e1DXnn,3,1,73,3,3
5d9373b0e04970001ab482da,e1DXnn,2,2,64,3,3
664e83348c0db6054db430f7,egNJun,2,2,36,0,1
5f326f3697c53601f394368a,e1DXnn,3,2,30,2,3
663a80b85db050463d8f303d,e1DXnn,1,2,35,0,0
60cd479b61b19c4610ad8d71,e1DXnn,2,1,29,3,2
6563507a7389aac2354b8a31,e1DXnn,1,2,37,2,-1
65e45e68189950bea6567553,e1DXnn,2,1,52,-1,2
5b757a03976ecb0001b1168f,e1DXnn,2,2,72,1,3
6005fd9c8bbd67931607e518,e1DXnn,2,2,28,2,3
6643d653f572827cc3743f43,e1DXnn,2,2,31,-1,0
62b35a7d9d9cd966ebcf3ef8,e1DXnn,3,2,62,-2,2
63d1650b103325686e22e3b7,e1DXnn,2,1,40,1,0
653f02673c461bbfd79d8789,egNJun,2,1,47,0,-1
662fa48c0b5e59f9bd5322cc,e1DXnn,2,2,36,2,2
6635316958a453da5e2af8b2,e1DXnn,1,1,64,2,2
5711c09d28742b0011c585be,e1DXnn,1,1,47,1,2
6475e3b08c14ba10d9e6f70f,e1DXnn,1,1,49,2,0
6634b4348db879b713f456f8,egNJun,2,1,40,1,1
582bee72b1afc30001af4eb4,e1DXnn,3,2,29,-2,0
663a46a8632babfc09cc49f5,egNJun,2,2,44,-2,-2
65e0a44487246a12016ff05b,e1DXnn,1,1,34,1,2
62c66885ba0578c9b5a0e4ae,e1DXnn,2,1,30,2,2
60fee1a0234ddea6fd998ba0,e1DXnn,1,2,29,3,3
65c10f720f94a8697e141aa1,e1DXnn,3,2,32,3,-3
660c21b888db988a05a6afd2,e1DXnn,1,1,39,2,-1
632a0d95934c221675c50b07,e1DXnn,1,1,39,1,2
6564171a43463427fd17303a,e1DXnn,3,2,42,-2,2
6631a9caa7ecf621ae2ad49f,egNJun,1,2,33,-1,0
5cab69f77ea4a700019a87dc,e1DXnn,2,2,62,2,2
5b3e2334cdb4ce0001d93c51,e1DXnn,2,1,35,-1,3
6505c00f60873691a5154f78,e1DXnn,1,3,20,2,2
65feb621317d35046f0f18b9,e1DXnn,3,1,27,1,1
65cba761b3d48a22dfc65d2f,e1DXnn,2,2,43,1,3
64d3f74db38d2256c4ff650b,e1DXnn,1,2,66,3,3
65f7c34c1c03bff8caa269e8,e1DXnn,1,1,41,-1,2
66130b23ee407564e718fcfd,e1DXnn,2,2,40,1,1
64f89ef9b3a1c4b51c4996f2,e1DXnn,2,2,26,3,2
5ac4c730f69e940001d977e1,e1DXnn,1,1,30,3,3
663319ddbb3a83322caa7494,e1DXnn,3,2,42,2,3
663adef4b6f1e4346b1b96b4,e1DXnn,3,1,41,2,1
6630da66ecc00f81e26c343e,e1DXnn,2,2,45,0,0
66366f1058966314508ed6e4,e1DXnn,3,2,53,0,2
6650b6946c012f027ef4e4dd,egNJun,3,1,52,2,-1
65d635d056de2f00fa72da28,e1DXnn,1,2,39,3,3
6129cc7a565c9c03752802fa,e1DXnn,2,2,27,-3,2
61489a7c8f9dfcc9f78b7c36,e1DXnn,3,1,26,-1,3
55b6e53bfdf99b438f10e3bb,e1DXnn,2,1,51,-1,3
65bfc33d79b5cd4ab0ff8a2c,e1DXnn,2,2,30,-2,1
65d774c7ce9f479b1202d6e6,e1DXnn,1,1,37,-1,2
663a5c071f4d039ebce1b20d,e1DXnn,3,2,32,3,3
63cdf894c118ad4f84489c1a,e1DXnn,3,1,49,0,0
615914a33224dc31f1045612,egNJun,3,1,63,3,3
6043fd8ec960ed455116d75c,e1DXnn,2,2,50,2,2
6568ead5dfb561c3ba7850a4,e1DXnn,1,2,43,3,3
663b4652f3c7257196eef51b,e1DXnn,3,2,20,0,0
630f9d70f86ca1ee77a5b8dd,egNJun,1,1,31,1,2
658717ac903b420541943753,e1DXnn,2,2,47,3,3
63d5e3bf4a739d1158b9ce64,e1DXnn,2,2,36,-1,1
6483f9ebf7986bdbdbc0598c,e1DXnn,1,2,59,1,2
662940f504db87235232df72,egNJun,3,2,53,2,2
66379e3bf53dd6996d268baf,e1DXnn,2,1,64,0,2
66228088ddfa13f2d401ca49,e1DXnn,3,2,69,1,3
601f6a2231a2904b79df1671,e1DXnn,2,3,30,2,2
5cb56689b34d310018c83a8c,e1DXnn,2,3,50,2,3
65d4ba89697ea524dc543004,e1DXnn,2,1,33,-1,1
610019cae69b9ad34c95e3b3,e1DXnn,1,2,26,0,0
5ab9d6b0e734400001d9b76a,e1DXnn,1,2,55,2,3
5da5edd78fc6de0018e39dcb,e1DXnn,1,2,45,3,3
6634fbb169e42974a3efb425,e1DXnn,1,2,38,2,1
6632935de7338dbfb8bed57a,e1DXnn,1,1,19,1,2
645bf81e7162b9ec4cb8aaf6,e1DXnn,2,2,56,1,2
5f2042752276432e3a7ef104,e1DXnn,2,2,42,-1,3
5c19fd69e567460001839e98,e1DXnn,3,2,66,0,1
607d6ad963c2b4e855ae2a06,e1DXnn,1,2,31,0,1
663a8050f55f768e9ea55705,e1DXnn,3,1,27,-1,-2
63d881ab484805569b553bd8,e1DXnn,3,1,34,2,-2
663465f595731f85bf928cf3,e1DXnn,3,1,44,2,3
661c38568863541ccfbebd67,egNJun,3,2,57,-1,1
63d7b81d79044b73bfb50952,e1DXnn,1,1,41,-3,1
606537639bc40e88e953c584,egNJun,2,1,35,3,3
63e51ed95836737acc031c11,e1DXnn,2,2,58,2,2
613bef31a02d0a411cc403a0,egNJun,2,1,53,1,2
63d423b81f5e313b9958723c,e1DXnn,3,1,37,3,3
6638da81fee06f5d89257d89,e1DXnn,1,1,71,-1,1
6163f468f64021af99daf9b5,e1DXnn,2,1,70,3,3
664d031e39f59ffa82289b1a,e1DXnn,3,3,31,0,2
663e5e89d602aa442c7b2845,egNJun,1,1,40,1,3
662a7cf12fffaa2abaaae0a7,egNJun,1,1,50,-3,2
5dcc38c329314b000dd68210,e1DXnn,1,2,28,3,3
65e4da5108d0dc84a6522a11,e1DXnn,1,1,39,2,0
5d6ab68809f9270001dac666,e1DXnn,2,1,26,0,-1
5e8b761a8d1c26054e59d181,e1DXnn,3,2,27,0,-1
615d2de8bfd11d57af47423a,e1DXnn,3,1,58,1,3
628277d1d5efc2ba7e3f96ed,e1DXnn,3,1,54,-2,2
662aabf592ce4adca5ca8026,egNJun,2,2,43,-2,2
5c223d4a4a7e1f000137e5b9,e1DXnn,3,1,36,-1,3
656b72a5777a9eddffb28aba,egNJun,3,2,60,0,2
65b549c67c7791499c09f8a2,e1DXnn,3,2,45,0,0
66463a2c0a36377060b1910c,e1DXnn,3,1,20,2,1
571d62343e894e001390daa8,e1DXnn,3,2,58,-1,3
662cbd2a407d4a8008adbd6b,egNJun,1,1,50,1,2
665a830c0dc9e142e8967f54,egNJun,3,2,24,1,1
66422323fdeebe4bc9030f81,e1DXnn,1,1,48,1,2
5b9b422307c6960001614c35,e1DXnn,1,2,40,0,3
